day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;49900;SQUID_INK;1833;5;1832;24;;;1835;24;;;;;1834.0;506.26953125
1;49900;KELP;2034;29;;;;;2037;24;;;;;2035.5;-194.40234375
1;50000;RAINFOREST_RESIN;9996;2;9995;24;;;10002;5;10004;2;10005;24;9999.0;158.0
1;50000;SQUID_INK;1830;26;;;;;1834;26;;;;;1832.0;474.07421875
1;50000;KELP;2034;26;;;;;2037;26;;;;;2035.5;-194.3046875
1;50100;KELP;2034;24;;;;;2037;24;;;;;2035.5;-193.806640625
1;50100;RAINFOREST_RESIN;10002;4;9996;2;9995;22;10004;2;10005;22;;;10003.0;158.0
1;50100;SQUID_INK;1832;24;;;;;1835;24;;;;;1833.5;494.41796875
1;50200;SQUID_INK;1832;29;;;;;1835;29;;;;;1833.5;495.5390625
1;50200;KELP;2034;29;;;;;2037;29;;;;;2035.5;-194.009765625
1;50200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;160.0
1;50300;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;160.0
1;50300;SQUID_INK;1832;23;;;;;1833;4;1835;23;;;1832.5;494.0546875
1;50300;KELP;2034;23;;;;;2036;4;2037;23;;;2035.0;-194.40234375
1;50400;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;160.0
1;50400;SQUID_INK;1831;22;;;;;1834;23;;;;;1832.5;483.7109375
1;50400;KELP;2034;22;;;;;2037;23;;;;;2035.5;-194.08984375
1;50500;KELP;2035;4;2034;28;;;2037;28;;;;;2036.0;-194.6015625
1;50500;RAINFOREST_RESIN;10000;4;9998;7;9996;1;10004;1;10005;27;;;10002.0;160.0
1;50500;SQUID_INK;1832;4;1831;28;;;1834;28;;;;;1833.0;482.109375
1;50600;SQUID_INK;1831;24;;;;;1832;4;1834;24;;;1831.5;478.6015625
1;50600;KELP;2034;24;;;;;2035;4;2037;24;;;2034.5;-194.705078125
1;50600;RAINFOREST_RESIN;9998;7;9996;2;9995;22;10000;5;10004;2;10005;22;9999.0;160.0
1;50700;RAINFOREST_RESIN;9998;9;9995;20;;;10005;20;;;;;10001.5;160.0
1;50700;SQUID_INK;1829;20;;;;;1833;20;;;;;1831.0;455.546875
1;50700;KELP;2034;20;;;;;2037;20;;;;;2035.5;-195.515625
1;50800;RAINFOREST_RESIN;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;160.0
1;50800;SQUID_INK;1830;28;;;;;1833;28;;;;;1831.5;464.875
1;50800;KELP;2034;28;;;;;2037;28;;;;;2035.5;-194.109375
1;50900;KELP;2034;29;;;;;2035;5;2037;30;;;2034.5;-193.90234375
1;50900;RAINFOREST_RESIN;9998;2;9995;30;;;10000;5;10005;30;;;9999.0;160.0
1;50900;SQUID_INK;1831;29;;;;;1832;5;1834;30;;;1831.5;476.171875
1;51000;SQUID_INK;1831;2;1830;23;;;1834;25;;;;;1832.5;475.3671875
1;51000;KELP;2034;25;;;;;2037;25;;;;;2035.5;-193.93359375
1;51000;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;160.0
1;51100;RAINFOREST_RESIN;9995;29;;;;;10002;1;10005;29;;;9998.5;160.0
1;51100;SQUID_INK;1831;32;;;;;1834;29;;;;;1832.5;479.94921875
1;51100;KELP;2034;32;;;;;2037;29;;;;;2035.5;-194.13671875
1;51200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;160.0
1;51200;SQUID_INK;1831;30;;;;;1834;30;;;;;1832.5;487.24609375
1;51200;KELP;2034;30;;;;;2037;30;;;;;2035.5;-194.64453125
1;51300;KELP;2034;25;;;;;2037;25;;;;;2035.5;-194.85546875
1;51300;RAINFOREST_RESIN;9996;2;9995;23;;;9998;5;10002;5;10004;2;9997.0;160.0
1;51300;SQUID_INK;1830;25;;;;;1833;25;;;;;1831.5;463.11328125
1;51400;SQUID_INK;1829;23;;;;;1831;5;1832;23;;;1830.0;453.05078125
1;51400;KELP;2034;23;;;;;2036;5;2037;23;;;2035.0;-194.552734375
1;51400;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;162.0
1;51500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;162.0
1;51500;SQUID_INK;1829;21;;;;;1832;21;;;;;1830.5;448.55859375
1;51500;KELP;2034;21;;;;;2037;21;;;;;2035.5;-194.55859375
1;51600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;5;10004;2;10005;21;9999.0;162.0
1;51600;SQUID_INK;1829;3;1828;23;;;1831;23;;;;;1830.0;423.7109375
1;51600;KELP;2036;3;2034;23;;;2037;23;;;;;2036.5;-195.267578125
1;51700;KELP;2034;32;;;;;2037;32;;;;;2035.5;-195.16796875
1;51700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;162.0
1;51700;SQUID_INK;1828;2;1827;30;;;1831;32;;;;;1829.5;420.51171875
1;51800;SQUID_INK;1828;25;;;;;1831;25;;;;;1829.5;432.828125
1;51800;KELP;2034;25;;;;;2037;25;;;;;2035.5;-195.267578125
1;51800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;162.0
1;51900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;162.0
1;51900;SQUID_INK;1828;28;;;;;1831;28;;;;;1829.5;433.5
1;51900;KELP;2034;28;;;;;2037;28;;;;;2035.5;-194.751953125
1;52000;RAINFOREST_RESIN;9998;2;9995;21;;;10000;5;10005;21;;;9999.0;162.0
1;52000;SQUID_INK;1829;26;;;;;1830;5;1832;21;;;1829.5;444.2265625
1;52000;KELP;2034;26;;;;;2035;5;2037;21;;;2034.5;-195.154296875
1;52100;KELP;2034;1;2033;27;;;2037;28;;;;;2035.5;-192.91796875
1;52100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;162.0
1;52100;SQUID_INK;1827;28;;;;;1830;28;;;;;1828.5;416.8984375
1;52200;SQUID_INK;1827;22;;;;;1830;23;;;;;1828.5;417.64453125
1;52200;KELP;2033;23;;;;;2034;1;2037;23;;;2033.5;-192.6171875
1;52200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;162.0
1;52300;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;162.0
1;52300;SQUID_INK;1827;30;;;;;1831;30;;;;;1829.0;421.4609375
1;52300;KELP;2033;30;;;;;2037;30;;;;;2035.0;-192.197265625
1;52400;RAINFOREST_RESIN;10002;3;9996;1;9995;20;10004;1;10005;20;;;10003.0;162.0
1;52400;SQUID_INK;1834;2;1833;20;;;1835;4;1837;21;;;1834.5;529.01953125
1;52400;KELP;2034;1;2033;21;;;2035;4;2037;21;;;2034.5;-192.091796875
1;52500;KELP;2033;27;;;;;2037;27;;;;;2035.0;-191.59375
1;52500;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;164.0
1;52500;SQUID_INK;1834;27;;;;;1837;27;;;;;1835.5;530.75390625
1;52600;SQUID_INK;1834;31;;;;;1837;31;;;;;1835.5;535.015625
1;52600;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;164.0
1;52600;KELP;2033;31;;;;;2037;31;;;;;2035.0;-191.994140625
1;52700;SQUID_INK;1838;1;1836;25;;;1839;25;;;;;1838.5;570.09765625
1;52700;KELP;2036;1;2033;25;;;2037;25;;;;;2036.5;-191.88671875
1;52700;RAINFOREST_RESIN;9996;1;9995;24;;;10002;9;10004;1;10005;24;9999.0;164.0
1;52800;SQUID_INK;1839;1;1837;28;;;1840;2;1841;26;;;1839.5;599.359375
1;52800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;164.0
1;52800;KELP;2036;1;2033;28;;;2037;28;;;;;2036.5;-191.681640625
1;52900;KELP;2033;27;;;;;2037;27;;;;;2035.0;-191.6796875
1;52900;RAINFOREST_RESIN;9996;1;9995;26;;;10002;3;10004;1;10005;26;9999.0;164.0
1;52900;SQUID_INK;1839;27;;;;;1842;27;;;;;1840.5;625.546875
1;53000;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;164.0
1;53000;KELP;2033;30;;;;;2037;30;;;;;2035.0;-191.78125
1;53000;SQUID_INK;1840;1;1839;29;;;1843;30;;;;;1841.5;637.7265625
1;53100;KELP;2033;23;;;;;2037;23;;;;;2035.0;-192.064453125
1;53100;SQUID_INK;1838;23;;;;;1841;23;;;;;1839.5;609.03515625
1;53100;RAINFOREST_RESIN;9996;2;9995;21;;;9998;5;10004;2;10005;21;9997.0;164.0
1;53200;SQUID_INK;1839;1;1837;23;;;1841;23;;;;;1840.0;599.08984375
1;53200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;166.0
1;53200;KELP;2036;1;2034;23;;;2037;23;;;;;2036.5;-194.484375
1;53300;KELP;2034;20;;;;;2037;20;;;;;2035.5;-194.58203125
1;53300;SQUID_INK;1840;20;;;;;1843;20;;;;;1841.5;639.19921875
1;53300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;166.0
1;53400;RAINFOREST_RESIN;9996;2;9995;30;;;9998;1;10004;2;10005;30;9997.0;166.0
1;53400;KELP;2034;39;;;;;2037;32;;;;;2035.5;-195.697265625
1;53400;SQUID_INK;1841;7;1840;32;;;1843;2;1844;30;;;1842.0;652.80078125
1;53500;KELP;2034;25;;;;;2036;2;2037;25;;;2035.0;-195.48828125
1;53500;SQUID_INK;1840;25;;;;;1841;2;1843;25;;;1840.5;639.7734375
1;53500;RAINFOREST_RESIN;9995;25;;;;;10002;7;10005;25;;;9998.5;168.0
1;53600;SQUID_INK;1840;23;;;;;1843;23;;;;;1841.5;643.26953125
1;53600;RAINFOREST_RESIN;9998;2;9996;1;9995;22;10004;1;10005;22;;;10001.0;168.0
1;53600;KELP;2034;23;;;;;2037;23;;;;;2035.5;-196.115234375
1;53700;KELP;2034;24;;;;;2037;23;;;;;2035.5;-196.623046875
1;53700;SQUID_INK;1840;24;;;;;1843;23;;;;;1841.5;646.97265625
1;53700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;168.0
1;53800;RAINFOREST_RESIN;9998;8;9995;29;;;10005;29;;;;;10001.5;168.0
1;53800;KELP;2034;29;;;;;2037;29;;;;;2035.5;-197.130859375
1;53800;SQUID_INK;1838;29;;;;;1842;29;;;;;1840.0;619.0078125
1;53900;KELP;2034;26;;;;;2035;4;2037;26;;;2034.5;-197.4296875
1;53900;SQUID_INK;1838;26;;;;;1839;4;1841;26;;;1838.5;610.28515625
1;53900;RAINFOREST_RESIN;9996;1;9995;25;;;10000;4;10002;8;10004;1;9998.0;168.0
1;54000;SQUID_INK;1837;29;;;;;1840;22;;;;;1838.5;587.9375
1;54000;RAINFOREST_RESIN;9996;1;9995;21;;;10002;1;10004;1;10005;21;9999.0;168.0
1;54000;KELP;2034;29;;;;;2037;22;;;;;2035.5;-193.8671875
1;54100;SQUID_INK;1839;4;1838;22;;;1841;22;;;;;1840.0;615.75
1;54100;KELP;2034;26;;;;;2037;22;;;;;2035.5;-194.6796875
1;54100;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;168.0
1;54200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;168.0
1;54200;KELP;2034;20;;;;;2037;21;;;;;2035.5;-194.77734375
1;54200;SQUID_INK;1839;20;;;;;1843;21;;;;;1841.0;637.1484375
1;54300;SQUID_INK;1836;28;;;;;1839;28;;;;;1837.5;572.6640625
1;54300;KELP;2034;28;;;;;2037;28;;;;;2035.5;-194.87109375
1;54300;RAINFOREST_RESIN;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;168.0
1;54400;SQUID_INK;1836;22;;;;;1839;22;;;;;1837.5;567.3046875
1;54400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;170.0
1;54400;KELP;2034;22;;;;;2037;22;;;;;2035.5;-194.47265625
1;54500;SQUID_INK;1835;29;;;;;1838;29;;;;;1836.5;558.17578125
1;54500;KELP;2034;29;;;;;2037;29;;;;;2035.5;-195.283203125
1;54500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;2;10004;2;10005;27;9999.0;170.0
1;54600;RAINFOREST_RESIN;10002;2;9996;1;9995;29;10004;1;10005;29;;;10003.0;170.0
1;54600;KELP;2034;30;;;;;2037;30;;;;;2035.5;-194.57421875
1;54600;SQUID_INK;1836;30;;;;;1839;30;;;;;1837.5;568.5234375
1;54700;SQUID_INK;1839;23;;;;;1842;23;;;;;1840.5;623.3515625
1;54700;KELP;2034;23;;;;;2037;23;;;;;2035.5;-194.4765625
1;54700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;172.0
1;54800;SQUID_INK;1840;32;;;;;1843;25;;;;;1841.5;646.421875
1;54800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;172.0
1;54800;KELP;2034;32;;;;;2037;25;;;;;2035.5;-194.37109375
1;54900;SQUID_INK;1839;24;;;;;1841;1;1842;24;;;1840.0;630.3203125
1;54900;KELP;2034;24;;;;;2036;1;2037;24;;;2035.0;-195.388671875
1;54900;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;172.0
1;55000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;172.0
1;55000;KELP;2034;22;;;;;2036;7;2037;22;;;2035.0;-195.28125
1;55000;SQUID_INK;1839;22;;;;;1841;7;1842;22;;;1840.0;623.41796875
1;55100;SQUID_INK;1839;26;;;;;1842;26;;;;;1840.5;625.23828125
1;55100;KELP;2034;26;;;;;2037;26;;;;;2035.5;-194.67578125
1;55100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;172.0
1;55200;KELP;2034;25;;;;;2037;26;;;;;2035.5;-194.77734375
1;55200;SQUID_INK;1837;25;;;;;1841;26;;;;;1839.0;601.6171875
1;55200;RAINFOREST_RESIN;9998;8;9996;1;9995;25;10004;1;10005;25;;;10001.0;172.0
1;55300;SQUID_INK;1836;22;;;;;1838;3;1839;22;;;1837.0;572.80859375
1;55300;RAINFOREST_RESIN;9995;22;;;;;10002;5;10005;22;;;9998.5;172.0
1;55300;KELP;2034;22;;;;;2036;3;2037;22;;;2035.0;-194.67578125
1;55400;RAINFOREST_RESIN;9998;7;9996;1;9995;27;10004;1;10005;27;;;10001.0;172.0
1;55400;KELP;2034;33;;;;;2037;28;;;;;2035.5;-193.966796875
1;55400;SQUID_INK;1837;5;1836;28;;;1839;28;;;;;1838.0;577.3359375
1;55500;KELP;2034;24;;;;;2036;2;2037;24;;;2035.0;-193.884765625
1;55500;SQUID_INK;1840;24;;;;;1842;2;1843;24;;;1841.0;650.796875
1;55500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;172.0
1;55600;KELP;2034;23;;;;;2037;23;;;;;2035.5;-193.8828125
1;55600;SQUID_INK;1840;23;;;;;1844;23;;;;;1842.0;652.47265625
1;55600;RAINFOREST_RESIN;9995;23;;;;;10002;9;10005;23;;;9998.5;172.0
1;55700;SQUID_INK;1840;22;;;;;1843;22;;;;;1841.5;638.90625
1;55700;RAINFOREST_RESIN;9996;1;9995;21;;;10002;7;10004;1;10005;21;9999.0;172.0
1;55700;KELP;2034;22;;;;;2037;22;;;;;2035.5;-193.48046875
1;55800;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;172.0
1;55800;KELP;2034;9;2033;25;;;2037;26;;;;;2035.5;-192.876953125
1;55800;SQUID_INK;1839;34;;;;;1842;26;;;;;1840.5;629.76171875
1;55900;KELP;2035;4;2034;20;;;2037;20;;;;;2036.0;-193.279296875
1;55900;SQUID_INK;1840;4;1839;20;;;1842;20;;;;;1841.0;629.09765625
1;55900;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;172.0
1;56000;KELP;2035;2;2034;25;;;2036;7;2037;25;;;2035.5;-193.28125
1;56000;SQUID_INK;1837;2;1836;25;;;1838;7;1839;1;1840;24;1837.5;580.91796875
1;56000;RAINFOREST_RESIN;10000;2;9996;1;9995;24;10002;6;10004;1;10005;24;10001.0;172.0
1;56100;SQUID_INK;1837;28;;;;;1840;28;;;;;1838.5;587.546875
1;56100;RAINFOREST_RESIN;9996;1;9995;27;;;9998;1;10002;3;10004;1;9997.0;172.0
1;56100;KELP;2034;1;2033;27;;;2037;28;;;;;2035.5;-192.77734375
1;56200;RAINFOREST_RESIN;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;174.0
1;56200;KELP;2034;31;;;;;2035;4;2037;31;;;2034.5;-193.892578125
1;56200;SQUID_INK;1834;31;;;;;1835;4;1837;31;;;1834.5;542.75
1;56300;KELP;2034;28;;;;;2037;28;;;;;2035.5;-194.29296875
1;56300;SQUID_INK;1835;28;;;;;1838;28;;;;;1836.5;554.2109375
1;56300;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;174.0
1;56400;KELP;2034;2;2033;27;;;2037;29;;;;;2035.5;-192.9765625
1;56400;SQUID_INK;1835;29;;;;;1838;29;;;;;1836.5;556.1484375
1;56400;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;174.0
1;56500;SQUID_INK;1836;21;;;;;1839;21;;;;;1837.5;578.3046875
1;56500;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;174.0
1;56500;KELP;2034;21;;;;;2037;21;;;;;2035.5;-193.380859375
1;56600;RAINFOREST_RESIN;9996;2;9995;28;;;10002;2;10004;2;10005;28;9999.0;174.0
1;56600;KELP;2034;30;;;;;2036;3;2037;30;;;2035.0;-193.2734375
1;56600;SQUID_INK;1839;30;;;;;1840;3;1842;30;;;1839.5;619.91796875
1;56700;KELP;2033;27;;;;;2034;2;2037;27;;;2033.5;-192.0234375
1;56700;SQUID_INK;1841;25;;;;;1844;27;;;;;1842.5;659.9609375
1;56700;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;174.0
1;56800;KELP;2034;8;2033;23;;;2037;23;;;;;2035.5;-192.4140625
1;56800;SQUID_INK;1841;31;;;;;1844;23;;;;;1842.5;658.45703125
1;56800;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;174.0
1;56900;SQUID_INK;1842;21;;;;;1845;21;;;;;1843.5;686.41015625
1;56900;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;174.0
1;56900;KELP;2034;1;2033;20;;;2037;21;;;;;2035.5;-192.412109375
1;57000;RAINFOREST_RESIN;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;174.0
1;57000;KELP;2034;2;2033;20;;;2037;22;;;;;2035.5;-192.212890625
1;57000;SQUID_INK;1843;22;;;;;1846;22;;;;;1844.5;695.69140625
1;57100;KELP;2036;1;2033;24;;;2037;24;;;;;2036.5;-192.21484375
1;57100;SQUID_INK;1846;1;1844;24;;;1848;24;;;;;1847.0;727.32421875
1;57100;RAINFOREST_RESIN;9998;6;9995;24;;;10005;24;;;;;10001.5;174.0
1;57200;KELP;2034;1;2033;25;;;2037;26;;;;;2035.5;-192.822265625
1;57200;SQUID_INK;1847;26;;;;;1850;26;;;;;1848.5;763.984375
1;57200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;174.0
1;57300;SQUID_INK;1847;31;;;;;1849;1;1850;31;;;1848.0;770.3984375
1;57300;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;174.0
1;57300;KELP;2034;1;2033;30;;;2035;1;2037;31;;;2034.5;-192.716796875
1;57400;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;174.0
1;57400;KELP;2034;1;2033;27;;;2037;28;;;;;2035.5;-192.8203125
1;57400;SQUID_INK;1846;28;;;;;1849;28;;;;;1847.5;750.578125
1;57500;KELP;2034;2;2033;21;;;2037;21;;;;;2035.5;-192.515625
1;57500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;174.0
1;57500;SQUID_INK;1844;2;1843;21;;;1847;21;;;;;1845.5;706.14453125
1;57600;KELP;2035;5;2034;2;2033;20;2037;22;;;;;2036.0;-192.30859375
1;57600;SQUID_INK;1843;5;1841;22;;;1845;22;;;;;1844.0;672.19921875
1;57600;RAINFOREST_RESIN;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;174.0
1;57700;RAINFOREST_RESIN;9998;2;9996;1;9995;21;10004;1;10005;21;;;10001.0;174.0
1;57700;SQUID_INK;1839;22;;;;;1842;22;;;;;1840.5;633.5078125
1;57700;KELP;2034;1;2033;21;;;2037;22;;;;;2035.5;-192.3203125
1;57800;RAINFOREST_RESIN;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;174.0
1;57800;KELP;2034;9;2033;26;;;2037;28;;;;;2035.5;-192.318359375
1;57800;SQUID_INK;1840;35;;;;;1843;28;;;;;1841.5;644.23828125
1;57900;KELP;2033;28;;;;;2034;5;2037;28;;;2033.5;-192.111328125
1;57900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;174.0
1;57900;SQUID_INK;1840;23;;;;;1843;28;;;;;1841.5;645.64453125
1;58000;KELP;2033;28;;;;;2037;28;;;;;2035.0;-192.009765625
1;58000;SQUID_INK;1840;28;;;;;1843;28;;;;;1841.5;644.9609375
1;58000;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;174.0
1;58100;RAINFOREST_RESIN;9998;7;9995;20;;;10005;20;;;;;10001.5;174.0
1;58100;SQUID_INK;1837;20;;;;;1841;20;;;;;1839.0;600.10546875
1;58100;KELP;2033;20;;;;;2037;20;;;;;2035.0;-191.802734375
1;58200;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;174.0
1;58200;KELP;2033;29;;;;;2037;29;;;;;2035.0;-191.80859375
1;58200;SQUID_INK;1837;29;;;;;1840;29;;;;;1838.5;593.92578125
1;58300;KELP;2033;30;;;;;2037;30;;;;;2035.0;-192.0078125
1;58300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;174.0
1;58300;SQUID_INK;1836;30;;;;;1840;30;;;;;1838.0;581.84375
1;58400;KELP;2033;25;;;;;2037;25;;;;;2035.0;-191.392578125
1;58400;SQUID_INK;1837;25;;;;;1840;25;;;;;1838.5;593.96484375
1;58400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;174.0
1;58500;RAINFOREST_RESIN;9998;3;9996;2;9995;20;10004;2;10005;20;;;10001.0;174.0
1;58500;SQUID_INK;1841;22;;;;;1843;2;1844;22;;;1842.0;666.3125
1;58500;KELP;2033;22;;;;;2035;2;2037;22;;;2034.0;-191.08984375
1;58600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;174.0
1;58600;SQUID_INK;1840;23;;;;;1843;23;;;;;1841.5;640.34375
1;58600;KELP;2033;23;;;;;2037;23;;;;;2035.0;-191.39453125
1;58700;KELP;2033;30;;;;;2035;4;2037;30;;;2034.0;-191.49609375
1;58700;RAINFOREST_RESIN;9996;1;9995;29;;;9998;1;10000;4;10004;1;9997.0;174.0
1;58700;SQUID_INK;1838;1;1837;29;;;1839;4;1841;30;;;1838.5;600.87109375
1;58800;SQUID_INK;1837;31;;;;;1839;5;1840;1;1841;30;1838.0;598.859375
1;58800;KELP;2034;1;2033;30;;;2035;5;2037;31;;;2034.5;-192.615234375
1;58800;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;176.0
1;58900;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;176.0
1;58900;SQUID_INK;1841;1;1839;25;;;1842;25;;;;;1841.5;630.109375
1;58900;KELP;2036;1;2034;2;2033;23;2037;25;;;;;2036.5;-193.115234375
1;59000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;176.0
1;59000;SQUID_INK;1839;24;;;;;1842;24;;;;;1840.5;633.875
1;59000;KELP;2034;1;2033;23;;;2037;24;;;;;2035.5;-192.505859375
1;59100;KELP;2034;1;2033;20;;;2037;21;;;;;2035.5;-192.5078125
1;59100;RAINFOREST_RESIN;9998;7;9996;1;9995;20;10004;1;10005;20;;;10001.0;176.0
1;59100;SQUID_INK;1840;21;;;;;1843;21;;;;;1841.5;641.76953125
1;59200;SQUID_INK;1842;10;1840;33;;;1843;25;;;;;1842.5;648.671875
1;59200;KELP;2036;10;2034;33;;;2037;25;;;;;2036.5;-193.51953125
1;59200;RAINFOREST_RESIN;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;176.0
1;59300;RAINFOREST_RESIN;9998;5;9995;22;;;10005;22;;;;;10001.5;178.0
1;59300;SQUID_INK;1841;22;;;;;1844;22;;;;;1842.5;656.515625
1;59300;KELP;2034;22;;;;;2037;22;;;;;2035.5;-193.615234375
1;59400;RAINFOREST_RESIN;10002;1;9995;23;;;10005;23;;;;;10003.5;178.0
1;59400;SQUID_INK;1842;23;;;;;1845;23;;;;;1843.5;678.9453125
1;59400;KELP;2033;23;;;;;2037;23;;;;;2035.0;-193.205078125
1;59500;KELP;2034;2;2033;22;;;2037;24;;;;;2035.5;-192.8828125
1;59500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;180.0
1;59500;SQUID_INK;1841;24;;;;;1844;24;;;;;1842.5;660.0390625
1;59600;KELP;2034;1;2033;24;;;2037;25;;;;;2035.5;-193.193359375
1;59600;SQUID_INK;1841;25;;;;;1844;25;;;;;1842.5;661.015625
1;59600;RAINFOREST_RESIN;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;180.0
1;59700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;182.0
1;59700;SQUID_INK;1844;1;1842;26;;;1845;26;;;;;1844.5;688.0859375
1;59700;KELP;2036;1;2034;26;;;2037;26;;;;;2036.5;-193.49609375
1;59800;RAINFOREST_RESIN;9998;9;9996;2;9995;22;10004;2;10005;22;;;10001.0;182.0
1;59800;SQUID_INK;1843;24;;;;;1846;2;1847;22;;;1844.5;706.90625
1;59800;KELP;2034;24;;;;;2037;24;;;;;2035.5;-193.599609375
1;59900;KELP;2034;25;;;;;2036;4;2037;25;;;2035.0;-193.6015625
1;59900;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;182.0
1;59900;SQUID_INK;1845;25;;;;;1847;4;1848;25;;;1846.0;735.390625
1;60000;SQUID_INK;1842;31;;;;;1845;26;;;;;1843.5;676.0078125
1;60000;KELP;2034;31;;;;;2037;26;;;;;2035.5;-193.302734375
1;60000;RAINFOREST_RESIN;9996;1;9995;25;;;9998;3;10002;10;10004;1;9997.0;182.0
1;60100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;184.0
1;60100;SQUID_INK;1845;28;;;;;1848;28;;;;;1846.5;729.57421875
1;60100;KELP;2034;28;;;;;2037;28;;;;;2035.5;-194.2109375
1;60200;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;184.0
